set;path;label;xmin;ymin;xmax;ymax
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16720.jpg;car;6456729378;1929037967;2152243126;2613722651
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17040.jpg;car;5297452967;1625820463;676;2266489704
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17060.jpg;car;2773458755;1713851351;4265354559;2359411197
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17080.jpg;car;4206657019;1811663449;1829406657;2383864221
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17100.jpg;car;4994182344;1850788288;6094761216;2325176963
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17140.jpg;car;1663096961;1997506435;1051664255;2383864221
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17140.jpg;car;5449088278;1748085586;6574124457;2290942728
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17120.jpg;car;2181591896;1953490991;3370217077;2393645431
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17160.jpg;car;2900636758;1929037967;4094153401;2349629987
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17180.jpg;car;670130246;2007287645;1712011577;2393645431
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17240.jpg;car;421154848;1855678893;5786599132;2481676319
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17260.jpg;car;4793632417;1958381596;1937018813;2501238739
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17320.jpg;car;2621823444;1767648005;5610506512;3083220721
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17340.jpg;car;0;1909475547;133536903;2794675032
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17340.jpg;car;1545701881;1899694337;2744109986;242298906
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17360.jpg;car;0;1938819176;6016497829;2354520592
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17400.jpg;car;5047988423;1796991634;6143675832;2295833333
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17440.jpg;car;0;1914366152;8266570188;2374083012
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17420.jpg;car;1951693198;1953490991;3228364689;2403426641
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17560.jpg;car;0;1836116474;865788712;2467004505
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17560.jpg;car;1853863965;1787210425;3052272069;2369192407
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17560.jpg;car;5488219971;1811663449;676;244041184
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17540.jpg;car;2509319826;1836116474;4338726483;2520801158
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17540.jpg;car;4730043415;1733413771;6060520984;2281161519
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17580.jpg;car;1438089725;1968162806;3159884226;2564816602
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17580.jpg;car;0;1909475547;7777424023;2330067568
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1760.jpg;car;4612648336;1796991634;5737684515;224203668
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17600.jpg;car;5732793054;1733413771;676;2374083012
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17620.jpg;car;1604399421;1968162806;3335976845;2574597812
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17620.jpg;car;4221331404;1767648005;569366136;2334958172
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17640.jpg;car;1252214182;1870350708;2660955137;2364301802
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17640.jpg;car;6148567294;1787210425;676;2315395753
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17660.jpg;car;2382141823;1987725225;4094153401;2511019949
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17660.jpg;car;0;1938819176;5625180897;2334958172
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_17680.jpg;car;0;1968162806;684804631;2447442085
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1780.jpg;car;2318552822;1933928571;3301736614;2281161519
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1780.jpg;car;5405065123;1645382883;676;2403426641
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1800.jpg;car;4059913169;1958381596;130602026;2286052124
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1800.jpg;car;1413632417;1787210425;3223473227;2584379022
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1800.jpg;car;5370824891;1816554054;6525209841;2227364865
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18180.jpg;car;3331085384;1831225869;5052879884;2501238739
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1820.jpg;car;3184341534;1885022523;424089725;2269240669
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1820.jpg;car;5409956585;1640492278;676;2457223295
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18200.jpg;car;278813314;1958381596;1584833575;2535472973
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18320.jpg;car;4915918958;1748085586;6246396527;223225547
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18360.jpg;car;1760926194;1924147362;1301128799;2403426641
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18340.jpg;car;2279421129;1860569498;3595224313;2369192407
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1840.jpg;car;1085904486;1860569498;2871287988;267240991
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1840.jpg;car;3135426918;1787210425;4676237337;2339848777
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1860.jpg;car;8119826339;1870350708;2025065123;2418098456
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1860.jpg;car;0;198283462;4646888567;2320286358
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1860.jpg;car;5903994211;1821444659;6750217077;2383864221
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1880.jpg;car;1619073806;1943709781;3453371925;267240991
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1880.jpg;car;5238755427;1811663449;6153458755;2154005792
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1880.jpg;car;5820839363;1728523166;676;224967825
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18820.jpg;car;5654529667;1708960746;676;2227364865
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18840.jpg;car;2885962373;1821444659;4309377713;2354520592
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18860.jpg;car;3962083936;1909475547;157015919;2393645431
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18860.jpg;car;5121360347;1699179537;6735542692;2486566924
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_18880.jpg;car;1345151954;1870350708;2949551375;2525691763
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1900.jpg;car;3184341534;1801882239;4421881331;2349629987
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19040.jpg;car;5483328509;1787210425;6593690304;2276270914
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19060.jpg;car;2426164978;1904584942;3595224313;2378973616
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19080.jpg;car;5380607815;1909475547;103698987;2320286358
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1920.jpg;car;8021997106;1933928571;1790274964;2398536036
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1920.jpg;car;1584833575;1938819176;2137568741;2320286358
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1940.jpg;car;391316932;1968162806;7386107091;2261599099
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1940.jpg;car;6153458755;1723632561;6711085384;2129552767
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1960.jpg;car;435829233;1796991634;5409956585;2188240026
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1960.jpg;car;4700694645;1880131918;5962691751;2290942728
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19760.jpg;car;3512069465;1796991634;4852329957;2359411197
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19780.jpg;car;865788712;1919256757;1941910275;2344739382
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19740.jpg;car;6177916064;175297619;6740434153;2158896396
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1980.jpg;car;2201157742;1914366152;340934877;2413207851
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1980.jpg;car;3516960926;1899694337;4495253256;2315395753
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_1980.jpg;car;545397974;1767648005;6647496382;2286052124
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19880.jpg;car;4343617945;1826335264;5581157742;2305614543
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19900.jpg;car;1477221418;1929037967;2690303907;2383864221
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_19920.jpg;car;0;1977944015;5331693198;2325176963
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2000.jpg;car;2250072359;2036631274;1271780029;2393645431
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2000.jpg;car;8462228654;1899694337;1687554269;2325176963
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2000.jpg;car;1447872648;1961132561;2499536903;2349629987
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2000.jpg;car;3071837916;1889913127;4456121563;2447442085
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2000.jpg;car;4720260492;1855678893;5654529667;222247426
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2020.jpg;car;1320694645;198283462;880463097;2325176963
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2020.jpg;car;8560057887;199261583;1941910275;2413207851
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2020.jpg;car;2739218524;1968162806;3702836469;2325176963
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2020.jpg;car;6011606368;179210103;676;2246927284
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2040.jpg;car;10076411;2021959459;1917452967;2344739382
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2040.jpg;car;0;2056193694;3521852388;2339848777
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2040.jpg;car;3908277858;1821444659;5194732272;2337709138
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2040.jpg;car;572301013;1787210425;676;2388754826
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2060.jpg;car;489146165;1968162806;6358900145;2276270914
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2060.jpg;car;1604399421;1958381596;281748191;2374083012
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2060.jpg;car;195658466;2024710425;3600115774;2555035393
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2060.jpg;car;4915918958;1845897683;5977366136;2227364865
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2080.jpg;car;1614182344;1948600386;9244862518;2295833333
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2080.jpg;car;0;2026850064;489146165;2383864221
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2080.jpg;car;290552822;1889913127;3898494935;2300723938
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2080.jpg;car;6050738061;17627574;676;2183349421
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2100.jpg;car;103698987;1938819176;195658466;2330067568
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2100.jpg;car;388382055;1757866795;5057771346;2359411197
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2100.jpg;car;5463762663;1728523166;676;2310505148
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21160.jpg;car;5140926194;1708960746;6534992764;2246927284
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21180.jpg;car;2528885673;1841007079;397186686;2359411197
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2120.jpg;car;0;1899694337;5331693198;2281161519
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2120.jpg;car;154081042;1919256757;3267496382;2515910553
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2120.jpg;car;3600115774;1870350708;4563733719;2244787645
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21200.jpg;car;391316932;1899694337;1545701881;2300723938
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21220.jpg;car;5331693198;1757866795;6383357453;2154005792
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21240.jpg;car;2729435601;1845897683;3830014472;2320286358
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21240.jpg;car;5967583213;1806772844;676;2359411197
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21260.jpg;car;489146165;1880131918;1413632417;2320286358
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21260.jpg;car;2235397974;1889913127;3844688857;2481676319
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21280.jpg;car;0;1924147362;5820839363;2354520592
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21300.jpg;car;4901244573;1816554054;667195369;2418098456
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21320.jpg;car;1022315485;1958381596;2509319826;2506129344
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2140.jpg;car;8315484805;1919256757;8364399421;2330067568
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2140.jpg;car;1638639653;1948600386;2484862518;2276270914
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2140.jpg;car;4641997106;1801882239;6598581766;2515910553
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21420.jpg;car;1863646889;1953490991;3076729378;2406177606
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21400.jpg;car;4827872648;178231982;6031172214;2237146075
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21440.jpg;car;0;1958381596;8021997106;2315395753
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21480.jpg;car;3428914616;1860569498;5228972504;245233269
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21480.jpg;car;5488219971;17627574;6583907381;2154005792
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21500.jpg;car;2915311143;1855678893;4172416787;2281161519
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21500.jpg;car;684804631;1987725225;1438089725;2486566924
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21520.jpg;car;6114327062;1933928571;1628856729;2344739382
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21560.jpg;car;3741968162;1875241313;5013748191;2266489704
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21560.jpg;car;5204515195;1655164093;676;2457223295
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21540.jpg;car;6084978292;1728523166;676;2134443372
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21580.jpg;car;1301128799;1914366152;2959334298;2486566924
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21620.jpg;car;4593082489;1841007079;6270853835;2427879665
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21600.jpg;car;0;1977944015;4842547033;2332818533
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21640.jpg;car;7581765557;1968162806;2298986975;2506129344
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_21640.jpg;car;4231114327;1757866795;5542026049;2286052124
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_2160.jpg;car;880463097;2051303089;8706801737;2286052124
